title,rev_id,prediction
"Asheboro, North Carolina",1175033427,C
"Kernersville, North Carolina",1176936781,C
"Mint Hill, North Carolina",1169910894,C
"Leland, North Carolina",1179397791,GA
"Shelby, North Carolina",1177924736,C
"Waxhaw, North Carolina",1179943628,C
"Clemmons, North Carolina",1172179801,C
"Carrboro, North Carolina",1177339728,GA
"Knightdale, North Carolina",1174669296,C
"Kinston, North Carolina",1179528848,C
"Lexington, North Carolina",1177867821,C
"Fargo, North Dakota",1180631633,B
"Bismarck, North Dakota",1180285250,GA
"Grand Forks, North Dakota",1178313113,B
"Minot, North Dakota",1180348824,B
"West Fargo, North Dakota",1179523103,GA
"Williston, North Dakota",1179704582,C
"Dickinson, North Dakota",1178957518,C
"Mandan, North Dakota",1178539756,B
"Jamestown, North Dakota",1179906743,C
"Wahpeton, North Dakota",1179906522,C
"Devils Lake, North Dakota",1179989671,GA
"Valley City, North Dakota",1180006708,C
"Watford City, North Dakota",1179014260,GA
"Lincoln, North Dakota",1178204887,C
"Horace, North Dakota",1178204315,C
"Grafton, North Dakota",1179716789,C
"Beulah, North Dakota",1179012731,C
"New Town, North Dakota",1180499433,GA
"Rugby, North Dakota",1180578386,C
"Casselton, North Dakota",1180047824,GA
"Hazen, North Dakota",1180673392,C
"Stanley, North Dakota",1173996014,C
"Bottineau, North Dakota",1173715120,C
"Lisbon, North Dakota",1175157632,C
"Carrington, North Dakota",1173209693,C
"Tioga, North Dakota",1179713990,GA
"Langdon, North Dakota",1179908506,GA
"Mayville, North Dakota",1180013328,C
"Oakes, North Dakota",1173492511,C
"Hillsboro, North Dakota",1180011092,C
"Harvey, North Dakota",1173439470,C
"Garrison, North Dakota",1174009611,C
"Bowman, North Dakota",1175039560,C
"Park River, North Dakota",1172660962,C
"Mapleton, North Dakota",1179015661,C
"Surrey, North Dakota",1173840867,C
"New Rockford, North Dakota",1177623354,C
"Burlington, North Dakota",1179421410,C
"Washburn, North Dakota",1174012862,C
"Cavalier, North Dakota",1172573138,C
"Larimore, North Dakota",1179619578,C
"Rolla, North Dakota",1172711323,C
"Ellendale, North Dakota",1173490577,C
"Thompson, North Dakota",1179619183,C
"Cando, North Dakota",1172686807,C
"Velva, North Dakota",1173710152,C
"Crosby, North Dakota",1173880471,C
"Linton, North Dakota",1173497001,GA
"Hettinger, North Dakota",1174283839,C
"New Salem, North Dakota",1178207572,C
"Kindred, North Dakota",1178621368,C
"Beach, North Dakota",1170843207,GA
"Belfield, North Dakota",1174207057,C
"Cooperstown, North Dakota",1179907809,C
"Northwood, North Dakota",1179619955,C
"Kenmare, North Dakota",1173837644,C
"Gwinner, North Dakota",1173042677,C
"Hankinson, North Dakota",1179907477,C
"Killdeer, North Dakota",1174050720,C
"Walhalla, North Dakota",1172577043,GA
"Parshall, North Dakota",1173994762,C
"Enderlin, North Dakota",1173057909,C
"Reile's Acres, North Dakota",1178387489,C
"Wishek, North Dakota",1179715014,C
"Harwood, North Dakota",1178622012,C
"Hebron, North Dakota",1178537742,C
"Underwood, North Dakota",1174012462,C
"LaMoure, North Dakota",1165752585,C
"Drayton, North Dakota",1172573846,C
"Napoleon, North Dakota",1179717665,C
"Glen Ullin, North Dakota",1178538038,C
"Wilton, North Dakota",1178318577,C
"Hatton, North Dakota",1179714523,C
"Ray, North Dakota",1179713194,C
"Lakota, North Dakota",1178536945,C
"Mohall, North Dakota",1178536740,C
"New England, North Dakota",1178536453,GA
"Richardton, North Dakota",1178536115,C
"Steele, North Dakota",1179013234,GA
"Mott, North Dakota",1174321537,C
"Dunseith, North Dakota",1172708866,C
"Milnor, North Dakota",1173049940,C
"Minto, North Dakota",1172660506,C
"Ashley, North Dakota",1179715358,C
"Lidgerwood, North Dakota",1179907114,C
"Center, North Dakota",1180497679,GA
"Portland, North Dakota",1180009269,C
"Edgeley, North Dakota",1180008946,C
"Turtle Lake, North Dakota",1174012089,C
"Elgin, North Dakota",1174211872,C
"Pembina, North Dakota",1177854340,C
"Forman, North Dakota",1173038810,C
"Argusville, North Dakota",1173059728,C
"Berthold, North Dakota",1178976124,C
"Rolette, North Dakota",1172710670,C
"Towner, North Dakota",1173708802,C
"Fessenden, North Dakota",1173438096,C
"Wyndmere, North Dakota",1173035256,C
"Emerado, North Dakota",1179717468,C
"Leeds, North Dakota",1172733430,C
"South Heart, North Dakota",1174209276,C
"Finley, North Dakota",1172867451,C
"Glenburn, North Dakota",1180498516,C
"Maddock, North Dakota",1180498112,C
"McVille, North Dakota",1180497191,C
"Westhope, North Dakota",1180496733,C
"Powers Lake, North Dakota",1180496336,C
"Oxbow, North Dakota",1179909428,Start
"Strasburg, North Dakota",1180495590,C
"Kulm, North Dakota",1180494667,C
"Manvel, North Dakota",1179717122,C
"Stanton, North Dakota",1180014201,C
"Buxton, North Dakota",1180012407,C
"Neche, North Dakota",1180240398,C
"Fairmount, North Dakota",1173023447,C
"Hunter, North Dakota",1173129547,C
"Max, North Dakota",1174010040,GA
"McClusky, North Dakota",1173670514,C
"Arthur, North Dakota",1177726211,C
"St. John, North Dakota",1172711875,C
"St. Thomas, North Dakota",1172577609,C
"Sawyer, North Dakota",1173837662,Start
"Alexander, North Dakota",1174054966,C
"Bowbells, North Dakota",1173869737,C
"Drake, North Dakota",1173706145,C
"Gackle, North Dakota",1173488161,C
"Hope, North Dakota",1172868161,C
"Gladstone, North Dakota",1174208409,C
"Reynolds, North Dakota",1172841069,C
"Tower City, North Dakota",1179424069,C
"Arnegard, North Dakota",1174055746,C
"Medina, North Dakota",1179682644,C
"Walcott, North Dakota",1173034769,C
"Michigan City, North Dakota",1172744012,C
"Abercrombie, North Dakota",1172898476,C
"Davenport, North Dakota",1173064277,C
"Scranton, North Dakota",1174331103,C
"Hoople, North Dakota",1172659774,C
"Carson, North Dakota",1174211431,C
"Leonard, North Dakota",1173130234,C
"Gilby, North Dakota",1172835802,C
"Aneta, North Dakota",1172741307,C
"Lansford, North Dakota",1173716819,C
"Granville, North Dakota",1173879270,C
"Dunn Center, North Dakota",1174049718,C
"Halliday, North Dakota",1174050080,C
"Riverdale, North Dakota",1174013724,C
"Taylor, North Dakota",1174209674,C
"Zap, North Dakota",1174032332,C
"Hazelton, North Dakota",1173496691,C
"Anamoose, North Dakota",1173702954,C
"Tappen, North Dakota",1173445572,C
"Flasher, North Dakota",1178954849,C
"New Leipzig, North Dakota",1174214089,C
"Grenora, North Dakota",1173889673,C
"Fordville, North Dakota",1172657709,C
"Plaza, North Dakota",1173995160,C
"Edinburg, North Dakota",1172657021,Start
"Colfax, North Dakota",1172900316,C
"Frontier, North Dakota",1173125700,C
"Grandin, North Dakota",1172853951,C
"Buffalo, North Dakota",1173062467,C
"Golden Valley, North Dakota",1174027293,Start
"Page, North Dakota",1173131883,C
"Minnewaukan, North Dakota",1172730822,C
"Munich, North Dakota",1172649006,C
"Des Lacs, North Dakota",1173832776,C
"Sherwood, North Dakota",1173811601,C
"Sheyenne, North Dakota",1178405582,C
"Wimbledon, North Dakota",1175268176,B
"Mooreton, North Dakota",1173026827,Start
"Fort Yates, North Dakota",1176988192,C
"Regent, North Dakota",1174325200,C
"Litchville, North Dakota",1165891059,C
"Binford, North Dakota",1178495686,C
"Rutland, North Dakota",1173050651,C
"Petersburg, North Dakota",1172745138,C
"Sanborn, North Dakota",1165900774,C
"Rhame, North Dakota",1174330511,GA
"Christine, North Dakota",1172899945,GA
"Willow City, North Dakota",1173724057,C
"Streeter, North Dakota",1173217395,C
"Kensal, North Dakota",1173214682,C
"Makoti, North Dakota",1173835652,C
"Carpio, North Dakota",1173816748,C
"Edmore, North Dakota",1172672260,Start
"Bowdon, North Dakota",1173339765,C
"Lignite, North Dakota",1173870772,C
"Noonan, North Dakota",1173878562,C
"Columbus, North Dakota",1173870079,C
"Wing, North Dakota",1178953848,C
"Tolna, North Dakota",1172745915,C
"Upham, North Dakota",1173709246,C
"Pick City, North Dakota",1174029005,Start
"Gardner, North Dakota",1174198631,C
"Adams, North Dakota",1172655868,C
"Marion, North Dakota",1165892245,C
"Hannaford, North Dakota",1173144304,C
"Medora, North Dakota",1174176307,C
"Palermo, North Dakota",1173994311,C
"Selfridge, North Dakota",1173601726,C
"Portal, North Dakota",1178609749,C
"Reeder, North Dakota",1174284525,GA
"Galesburg, North Dakota",1172853458,C
"Forest River, North Dakota",1172658324,C
"Crystal, North Dakota",1172573553,C
"Mercer, North Dakota",1174010500,C
"Crary, North Dakota",1172671099,C
"Goodrich, North Dakota",1173669071,C
"Oriska, North Dakota",1165896754,C
"Ryder, North Dakota",1173837227,C
"Wildrose, North Dakota",1173891058,C
"Bisbee, North Dakota",1172686150,C
"Lankin, North Dakota",1172660134,C
"Fort Ransom, North Dakota",1173057377,C
"Sykeston, North Dakota",1173440359,C
"Osnabrock, North Dakota",1172649707,C
"Starkweather, North Dakota",1172673582,C
"Marmarth, North Dakota",1174328933,C
"Almont, North Dakota",1178954461,GA
"Glenfield, North Dakota",1173210425,Start
"Oberon, North Dakota",1172731340,C
"Newburg, North Dakota",1173717593,C
"Sheldon, North Dakota",1173334253,C
"White Earth, North Dakota",1180037919,C
"Fingal, North Dakota",1165746908,C
"Spiritwood Lake, North Dakota",1173216937,Start
"Deering, North Dakota",1178770783,C
"Douglas, North Dakota",1173836896,C
"Esmond, North Dakota",1172734160,C
"Rocklake, North Dakota",1172705935,C
"Pisek, North Dakota",1172661340,C
"Ross, North Dakota",1173995643,C
"Maxbass, North Dakota",1173717209,C
"Buchanan, North Dakota",1173212327,C
"Montpelier, North Dakota",1173215790,C
"Sharon, North Dakota",1172869271,C
"Amenia, North Dakota",1173062113,C
"Dodge, North Dakota",1174049245,C
"Golva, North Dakota",1165748190,C
"Karlsruhe, North Dakota",1173707329,C
"Zeeland, North Dakota",1173495440,C
"Lehr, North Dakota",1173489175,C
"Dwight, North Dakota",1173022874,C
"Epping, North Dakota",1173891442,C
"Dazey, North Dakota",1165646297,C
"Pekin, North Dakota",1172744286,C
"Dawson, North Dakota",1179014848,C
"Donnybrook, North Dakota",1173833403,C
"Cogswell, North Dakota",1173038287,C
"Mountain, North Dakota",1172574819,C
"Hague, North Dakota",1173496318,C
"Havana, North Dakota",1173040422,C
"Mantador, North Dakota",1173026369,C
"Solen, North Dakota",1178765386,C
"Butte, North Dakota",1174005283,C
"Benedict, North Dakota",1174004617,C
"Coleharbor, North Dakota",1177436220,C
"Sentinel Butte, North Dakota",1165901284,C
"Balta, North Dakota",1176797366,C
"Jud, North Dakota",1165751382,C
"Kathryn, North Dakota",1165751891,C
"McHenry, North Dakota",1173211321,C
"Martin, North Dakota",1173669807,C
"Flaxton, North Dakota",1173870403,C
"Hurdsfield, North Dakota",1173439892,Start
"Cleveland, North Dakota",1173212759,C
"Tuttle, North Dakota",1177496233,C
"Verona, North Dakota",1165906180,C
"Fullerton, North Dakota",1173491381,C
"Pettibone, North Dakota",1173444476,C
"North River, North Dakota",1173131063,C
"Prairie Rose, North Dakota",1173132321,C
"Grace City, North Dakota",1173210881,C
"Briarwood, North Dakota",1173061925,Start
"Dickey, North Dakota",1165646864,C
"Great Bend, North Dakota",1173024845,GA
"Alamo, North Dakota",1173888821,C
"Nome, North Dakota",1165895638,Start
"Warwick, North Dakota",1172731937,C
"Bathgate, North Dakota",1172528493,C
"Rogers, North Dakota",1165900086,C
"Hamilton, North Dakota",1174136860,C
"Woodworth, North Dakota",1173217697,C
"Pingree, North Dakota",1173216227,C
"Voltaire, North Dakota",1173710836,C
"Alice, North Dakota",1173058432,C
"Niagara, North Dakota",1172839791,C
"Wolford, North Dakota",1172719855,C
"Milton, North Dakota",1172648351,C
"Barney, North Dakota",1172899049,C
"Forbes, North Dakota",1173491005,C
"Souris, North Dakota",1173723391,C
"Tolley, North Dakota",1173812251,C
"Courtenay, North Dakota",1173213150,C
"Inkster, North Dakota",1172837589,C
"Landa, North Dakota",1173716297,C
"Cayuga, North Dakota",1173037677,C
"Fredonia, North Dakota",1173487420,C
"Robinson, North Dakota",1173444853,C
"Regan, North Dakota",1178953433,GA
"Canton City, North Dakota",1172572168,C
"Ardoch, North Dakota",1172656265,C
"Berlin, North Dakota",1165535977,Start
"Brocket, North Dakota",1172670698,C
"Clifford, North Dakota",1172852913,C
"Egeland, North Dakota",1172687414,C
"Fortuna, North Dakota",1173878173,C
"Alsen, North Dakota",1172585298,C
"Monango, North Dakota",1173492129,C
"Nekoma, North Dakota",1172662832,C
"Springbrook, North Dakota",1173890463,C
"Hampden, North Dakota",1172672771,C
"Brinsmade, North Dakota",1172734559,C
"Fairdale, North Dakota",1172657407,C
"Luverne, North Dakota",1176714402,C
"Leith, North Dakota",1174301976,GA
"Kramer, North Dakota",1173715866,C
"Amidon, North Dakota",1174328343,C
"Leal, North Dakota",1165889698,GA
"Gardena, North Dakota",1173715565,C
"Antler, North Dakota",1173714638,GA
"Cathay, North Dakota",1173437622,C
"Elliott, North Dakota",1173052667,Start
"Gascoyne, North Dakota",1174330162,C
"Knox, North Dakota",1172733807,C
"Mylo, North Dakota",1172710050,GA
"Sibley, North Dakota",1165901731,C
"Venturia, North Dakota",1173494624,C
"Ambrose, North Dakota",1173876912,C
"Braddock, North Dakota",1173495946,C
"Ludden, North Dakota",1173491768,C
"Lawton, North Dakota",1172673164,C
"Balfour, North Dakota",1174384172,C
"Bucyrus, North Dakota",1174282955,C
"Hansboro, North Dakota",1176638576,C
"Haynes, North Dakota",1174283345,C
"Sarles, North Dakota",1172650470,C
"York, North Dakota",1172732493,C
"Conway, North Dakota",1172656702,C
"Calvin, North Dakota",1172586122,C
"Ayr, North Dakota",1173061154,C
"Bergen, North Dakota",1178791836,C
"Hamberg, North Dakota",1178901312,Start
"Pillsbury, North Dakota",1174552380,C
"Churchs Ferry, North Dakota",1172677046,C
"Overly, North Dakota",1173718024,GA
"Grano, North Dakota",1173807712,C
"Loma, North Dakota",1172587617,C
"Wales, North Dakota",1172650076,C
"Loraine, North Dakota",1173808125,C
"Hannah, North Dakota",1176933742,C
"Kief, North Dakota",1173707893,GA
"Calio, North Dakota",1172585784,C
"Perth, North Dakota",1172705200,C
"Ruso, North Dakota",1179720061,C
"Akron, Ohio",1180664047,B
"Alliance, Ohio",1177913811,GA
"Amherst, Ohio",1165507033,GA
"Ashland, Ohio",1178438134,GA
"Ashtabula, Ohio",1177760164,B
"Athens, Ohio",1179093816,B
"Aurora, Ohio",1168047356,GA
"Avon, Ohio",1176041398,C
"Avon Lake, Ohio",1174118802,C
"Barberton, Ohio",1177712919,C
"Bay Village, Ohio",1167827481,C
"Beachwood, Ohio",1177255256,GA
"Beavercreek, Ohio",1175944597,GA
"Bedford, Ohio",1179268353,GA
"Bedford Heights, Ohio",1167618709,GA
"Bellbrook, Ohio",1167532328,GA
"Bellefontaine, Ohio",1177760610,GA
"Bellevue, Ohio",1175615796,C
"Belpre, Ohio",1175871953,C
"Berea, Ohio",1179843742,C
"Bexley, Ohio",1175302359,C
"Blue Ash, Ohio",1180463907,C
"Bowling Green, Ohio",1180458110,C
"Brecksville, Ohio",1174343391,GA
"Broadview Heights, Ohio",1167784779,C
"Brooklyn, Ohio",1165537327,GA
"Brook Park, Ohio",1165537259,GA
"Brookville, Ohio",1172722484,C
"Brunswick, Ohio",1180130802,GA
"Bryan, Ohio",1165537487,GA
"Bucyrus, Ohio",1177761856,GA
"Cambridge, Ohio",1177760633,C
"Campbell, Ohio",1168708699,GA
"Canal Fulton, Ohio",1177204769,GA
"Canal Winchester, Ohio",1165538140,C
"Canfield, Ohio",1176778150,C
"Canton, Ohio",1180410974,B
"Carlisle, Ohio",1172722517,GA
"Celina, Ohio",1178708212,C
"Centerville, Ohio",1175434068,C
"Chardon, Ohio",1178006732,C
"Cheviot, Ohio",1177832928,GA
"Chillicothe, Ohio",1177760466,C
"Cincinnati, Ohio",1074785308,Stub
"Circleville, Ohio",1178411531,GA
"Clayton, Ohio",1172722554,C
"Cleveland, Ohio",1070742786,Stub
"Cleveland Heights, Ohio",1177868510,C
"Clyde, Ohio",1171754160,GA
"Columbiana, Ohio",1172002601,GA
"Columbus, Ohio",1180300877,GA
"Conneaut, Ohio",1168137365,C
"Cortland, Ohio",1167975379,GA
"Coshocton, Ohio",1177762156,C
"Cuyahoga Falls, Ohio",1173041272,C
"Dayton, Ohio",1179379083,GA
"Deer Park, Ohio",1177836596,GA
"Defiance, Ohio",1177762286,C
"Delaware, Ohio",1176572187,B
"Delphos, Ohio",1165904726,GA
"Dover, Ohio",1177760302,C
"Dublin, Ohio",1178737498,B
"East Cleveland, Ohio",1178719603,C
"East Liverpool, Ohio",1178597883,B
"Eastlake, Ohio",1168088516,GA
"Eaton, Ohio",1169536902,GA
"Elyria, Ohio",1174839790,C
"Englewood, Ohio",1172722592,C
"Euclid, Ohio",1175272302,C
"Fairborn, Ohio",1176044872,GA
"Fairfield, Ohio",1179961944,C
"Fairlawn, Ohio",1171898398,C
"Fairview Park, Ohio",1180545858,C
"Findlay, Ohio",1179608331,GA
"Forest Park, Ohio",1177995927,GA
"Fostoria, Ohio",1177229893,GA
"Franklin, Ohio",1172601787,GA
"Fremont, Ohio",1177760984,GA
"Gahanna, Ohio",1177232136,GA
"Galion, Ohio",1177214180,GA
"Garfield Heights, Ohio",1165747681,C
"Geneva, Ohio",1168088150,GA
"Germantown, Ohio",1169821014,C
"Girard, Ohio",1167975391,C
"Grandview Heights, Ohio",1165748451,C
"Green, Ohio",1168046812,C
"Greenville, Ohio",1177760854,C
"Grove City, Ohio",1165748853,C
"Groveport, Ohio",1165748869,C
"Hamilton, Ohio",1178557659,B
"Harrison, Ohio",1177998501,C
"Heath, Ohio",1165749613,C
"Highland Heights, Ohio",1165749974,C
"Hilliard, Ohio",1173040220,C
"Hillsboro, Ohio",1168959881,C
"Hubbard, Ohio",1167975400,GA
"Huber Heights, Ohio",1179217679,C
"Hudson, Ohio",1173668203,B
"Huron, Ohio",1166732951,C
"Independence, Ohio",1159691577,C
"Ironton, Ohio",1175300908,GA
"Jackson, Ohio",1177762181,GA
"Johnstown, Ohio",1165404861,C
"Kent, Ohio",1178804267,FA
"Kenton, Ohio",1173339512,GA
"Kettering, Ohio",1178568173,GA
"Kirtland, Ohio",1172668870,GA
"Lakewood, Ohio",1177739901,B
"Lancaster, Ohio",1174430389,C
"Lebanon, Ohio",1165889778,C
"Lima, Ohio",1180277269,B
"Logan, Ohio",1166454537,C
"London, Ohio",1165891217,C
"Lorain, Ohio",1178557736,C
"Louisville, Ohio",1168910503,C
"Loveland, Ohio",1180176653,B
"Lyndhurst, Ohio",1178914315,GA
"Macedonia, Ohio",1168046925,C
"Madeira, Ohio",1178100314,GA
"Mansfield, Ohio",1178724507,FA
"Maple Heights, Ohio",1172107499,GA
"Marietta, Ohio",1177762116,C
"Marion, Ohio",1177760520,B
"Martins Ferry, Ohio",1175530035,C
"Marysville, Ohio",1168621928,B
"Mason, Ohio",1179460428,C
"Massillon, Ohio",1175538835,B
"Maumee, Ohio",1163703918,C
"Mayfield Heights, Ohio",1165892663,C
"Medina, Ohio",1180585354,GA
"Mentor, Ohio",1178005079,C
"Mentor-on-the-Lake, Ohio",1168088560,C
"Miamisburg, Ohio",1178290034,C
"Middleburg Heights, Ohio",1165893315,GA
"Middletown, Ohio",1179524332,C
"Milford, Ohio",1178318261,C
"Monroe, Butler and Warren County, Ohio",935231123,Stub
"Montgomery, Ohio",1178260359,GA
"Moraine, Ohio",1172722678,GA
"Mount Healthy, Ohio",1178421456,GA
"Mount Vernon, Ohio",1177760545,C
"Munroe Falls, Ohio",1168046940,C
"Napoleon, Ohio",1170025936,GA
"Nelsonville, Ohio",1155517711,C
"New Albany, Ohio",1176168052,GA
"New Carlisle, Ohio",1165895147,GA
"New Franklin, Ohio",1168046949,C
"New Philadelphia, Ohio",1177760280,GA
"Newark, Ohio",1173671088,C
"Niles, Ohio",1176696319,GA
"North Canton, Ohio",1176876843,GA
"North College Hill, Ohio",1178422491,GA
"North Olmsted, Ohio",1165895841,GA
"North Ridgeville, Ohio",1165895859,C
"North Royalton, Ohio",1180346365,C
"Northwood, Ohio",1175149860,C
"Norton, Ohio",1171218676,C
"Norwalk, Ohio",1177760364,C
"Norwood, Ohio",1180682511,B
"Oakwood, Montgomery County, Ohio",1176627608,C
"Oberlin, Ohio",1165896289,C
"Obetz, Ohio",1167413416,C
"Olmsted Falls, Ohio",1179389011,C
"Ontario, Ohio",1169873716,GA
"Oregon, Ohio",1171017709,C
"Orrville, Ohio",1175116156,C
"Oxford, Ohio",1179524771,C
"Painesville, Ohio",1174038066,GA
"Parma, Ohio",1178727229,GA
"Parma Heights, Ohio",1170258359,C
"Pataskala, Ohio",1177324101,GA
"Pepper Pike, Ohio",1170697960,C
"Perrysburg, Ohio",1177222044,GA
"Pickerington, Ohio",1178119744,C
"Piqua, Ohio",1173068203,C
"Port Clinton, Ohio",1174195855,GA
"Portsmouth, Ohio",1177761961,B
"Powell, Ohio",1174864700,GA
"Ravenna, Ohio",1173864040,GA
"Reading, Ohio",1180600675,GA
"Reminderville, Ohio",1173666018,C
"Reynoldsburg, Ohio",1178494433,C
"Richmond Heights, Ohio",1165899641,C
"Rittman, Ohio",1174914666,C
"Riverside, Ohio",1175716715,C
"Rocky River, Ohio",1177740959,GA
"Rossford, Ohio",1179650676,C
"St. Clairsville, Ohio",1165902833,C
"St. Marys, Ohio",1169699045,C
"Salem, Ohio",1179241716,GA
"Sandusky, Ohio",1179782442,C
"Seven Hills, Ohio",1165901309,C
"Shaker Heights, Ohio",1180356530,GA
"Sharonville, Ohio",1180600071,GA
"Sheffield Lake, Ohio",1165901485,C
"Shelby, Ohio",1169873850,C
"Sidney, Ohio",1177760884,C
"Solon, Ohio",1177399683,GA
"South Euclid, Ohio",1165902205,GA
"South Lebanon, Ohio",1172880534,C
"Springboro, Ohio",1175831507,GA
"Springdale, Ohio",1180575171,GA
"Springfield, Ohio",1176421525,C
"Steubenville, Ohio",1179797505,C
"Stow, Ohio",1176266879,GA
"Streetsboro, Ohio",1168909433,C
"Strongsville, Ohio",1176246358,C
"Struthers, Ohio",1169080535,GA
"Sunbury, Ohio",1167679643,C
"Sylvania, Ohio",1176810314,GA
"Tallmadge, Ohio",1176267717,GA
"Indian Hill, Ohio",1178027351,C
"Tiffin, Ohio",1180656883,C
"Tipp City, Ohio",1169584734,C
"Toledo, Ohio",1180130011,GA
"Toronto, Ohio",1168277713,C
"Trenton, Ohio",1165904834,C
"Trotwood, Ohio",1172723486,GA
"Troy, Ohio",1173079154,GA
"Twinsburg, Ohio",1173674584,C
"Uhrichsville, Ohio",1173182532,GA
"Union, Ohio",1173811802,C
"University Heights, Ohio",1170738637,GA
"Upper Arlington, Ohio",1179419055,C
"Upper Sandusky, Ohio",1165905297,C
"Urbana, Ohio",1178129526,GA
"Van Wert, Ohio",1177761767,GA
"Vandalia, Ohio",1177989023,C
"Vermilion, Ohio",1173273682,C
"Wadsworth, Ohio",1169105359,GA
"Wapakoneta, Ohio",1177761257,C
"Warren, Ohio",1175538772,C
"Warrensville Heights, Ohio",1165906633,GA
"Washington Court House, Ohio",1177760721,GA
"Waterville, Ohio",1178316391,C
"Wauseon, Ohio",1177288334,GA
"Wellston, Ohio",1165907056,C
"West Carrollton, Ohio",1172723595,GA
"Westerville, Ohio",1170867451,GA
"Westlake, Ohio",1178375016,GA
"Whitehall, Ohio",1165907523,C
"Wickliffe, Ohio",1168088714,GA
"Willard, Ohio",1166734856,C
"Willoughby, Ohio",1168088647,C
"Willoughby Hills, Ohio",1168088650,C
"Willowick, Ohio",1168088657,GA
"Wilmington, Ohio",1179184079,C
"Wooster, Ohio",1179198901,C
"Worthington, Ohio",1165908510,C
"Wyoming, Ohio",1180574304,GA
"Xenia, Ohio",1177454008,C
"Youngstown, Ohio",1178565418,B
"Zanesville, Ohio",1177998088,C
"Aberdeen, Ohio",1166382833,C
"Ada, Ohio",1170024940,GA
"Adamsville, Ohio",1167432533,C
"Addyston, Ohio",1180573495,C
"Adelphi, Ohio",1170008682,C
"Adena, Ohio",1167976532,C
"Albany, Ohio",1166384262,C
"Alexandria, Ohio",1166384630,C
"Alger, Ohio",1166384673,C
"Amanda, Ohio",1180583527,C
"Amberley, Ohio",1180573107,GA
"Amesville, Ohio",1166386115,C
"Amsterdam, Ohio",1168276372,C
"Andover, Ohio",1168087446,C
"Anna, Ohio",1173053441,C
"Ansonia, Ohio",1180125167,GA
"Antioch, Ohio",1166484165,Start
"Antwerp, Ohio",1168622398,C
"Apple Creek, Ohio",1174685586,C
"Aquilla, Ohio",1168047798,C
"Arcadia, Ohio",1173735408,C
"Arcanum, Ohio",1166484612,C
"Archbold, Ohio",1161128688,C
"Arlington, Ohio",1173735575,C
"Arlington Heights, Ohio",1180509799,GA
"Ashley, Ohio",1166485956,C
"Ashville, Ohio",1177448045,GA
"Athalia, Ohio",1168266411,C
"Attica, Ohio",1171197018,C
"Bailey Lakes, Ohio",1166532253,C
"Bainbridge, Ross County, Ohio",1170008859,C
"Bairdstown, Ohio",1175238581,C
"Baltic, Ohio",1176457935,C
"Baltimore, Ohio",1162099503,C
"Barnesville, Ohio",1166533843,C
"Barnhill, Ohio",1173182902,C
"Batavia, Ohio",1175431603,GA
"Batesville, Ohio",1166534610,C
"Bay View, Ohio",1166534856,C
"Beach City, Ohio",1168045774,C
"Beallsville, Ohio",1174789186,GA
"Beaver, Ohio",1169188909,C
"Beaverdam, Ohio",1166605567,C
"Bellaire, Ohio",1172803653,GA
"Belle Center, Ohio",1166606782,C
"Belle Valley, Ohio",1178906616,GA
"Bellville, Ohio",1178433577,GA
"Belmont, Ohio",1178439352,C
"Belmore, Ohio",1169686278,C
"Beloit, Ohio",1168708868,GA
"Bentleyville, Ohio",1179417025,C
"Benton Ridge, Ohio",1172051025,C
"Bergholz, Ohio",1168276425,C
"Berkey, Ohio",1166608568,GA
"Berlin Heights, Ohio",1166608633,C
"Bethel, Ohio",1178982045,C
"Bethesda, Ohio",1166609493,C
"Bettsville, Ohio",1171198945,C
"Beverly, Ohio",1166609740,C
"Blakeslee, Ohio",1174944702,C
"Blanchester, Ohio",1179184142,C
"Bloomdale, Ohio",1175245846,C
"Bloomingburg, Ohio",1180298075,C
"Bloomingdale, Ohio",1180433445,C
"Bloomville, Ohio",1171199018,C
"Bluffton, Ohio",1180113026,C
"Bolivar, Ohio",1173183170,GA
"Boston Heights, Ohio",1168047045,C
"Botkins, Ohio",1180217878,C
"Bowerston, Ohio",1168049066,C
"Bowersville, Ohio",1166631613,C
"Bradford, Ohio",1166632373,C
"Bradner, Ohio",1175249857,C
"Bratenahl, Ohio",1177404736,GA
"Bremen, Ohio",1166633150,C
"Brewster, Ohio",1168045780,C
"Brice, Ohio",1166633372,C
"Bridgeport, Ohio",1166633501,C
"Brooklyn Heights, Ohio",1166634508,C
"Brookside, Ohio",1166634647,C
"Broughton, Ohio",1168622535,C
"Buchtel, Ohio",1166635899,C
"Buckeye Lake, Ohio",1166635961,C
"Buckland, Ohio",1166636137,C
"Burbank, Ohio",1174771961,C
"Burgoon, Ohio",1170581616,C
"Burkettsville, Ohio",1166637283,C
"Burton, Ohio",1176777912,C
"Butler, Ohio",1169875088,C
"Butlerville, Ohio",1166639433,GA
"Byesville, Ohio",1166639726,C
"Cadiz, Ohio",1172285310,C
"Cairo, Ohio",1166688689,C
"Caldwell, Ohio",1172055961,GA
"Caledonia, Ohio",1176700108,C
"Camden, Ohio",1166689543,C
"Cardington, Ohio",1167813095,C
"Carey, Ohio",1175429104,C
"Carroll, Ohio",1166691543,C
"Carrollton, Ohio",1168048880,C
"Casstown, Ohio",1167239004,C
"Castalia, Ohio",1166692324,C
"Castine, Ohio",1166692346,C
"Catawba, Ohio",1166692483,C
"Cecil, Ohio",1168622573,C
